[2, 5, 6, 9, 12]
[4, 9, 14, 18, 22]
[7, 13, 21, 27, 33]
[9, 18, 27, 36, 44]
[12, 22, 34, 44, 56]
[14, 26, 40, 54, 67]
[16, 31, 49, 63, 79]
[17, 36, 54, 71, 90]
[20, 40, 60, 82, 101]
[22, 45, 67, 89, 112]
