[1, 2, 3, 4, 6, 8, 9, 10, 12]
[5, 10, 13, 16, 22, 28, 34, 40, 49]
[13, 20, 28, 37, 49, 62, 76, 91, 108]
[25, 35, 50, 67, 87, 108, 140, 162, 228]
[36, 53, 80, 103, 136, 172, 213, 256, 306]
[52, 78, 113, 149, 198, 249, 306, 367, 437]
[71, 105, 153, 202, 267, 334, 416, 501, 596]
[92, 140, 202, 267, 357, 437, 544, 654, 780]
[117, 176, 253, 340, 444, 553, 692, 826, 990]
[145, 220, 312, 418, 546, 687, 849, 1019, 1216]
