[51, 28, 131, 49, 83]
[20, 37, 52, 68, 87]
[25, 60, 88, 130, 129]
[35, 67, 122, 138, 171]
[42, 84, 133, 187, 225]
[113, 151, 192, 297, 272]
[60, 127, 212, 250, 300]
[71, 134, 202, 269, 339]
[76, 151, 227, 367, 410]
[85, 171, 251, 339, 528]
