[11, 22, 31, 52, 365]
[23, 43, 64, 102, 729]
[37, 64, 97, 153, 1095]
[43, 86, 128, 206, 1467]
[55, 108, 161, 257, 1834]
[65, 132, 203, 311, 2207]
[78, 157, 245, 370, 2564]
[88, 178, 265, 448, 3123]
[101, 198, 298, 479, 3360]
[110, 222, 336, 522, 3743]
