[10, 19, 29, 39, 49]
[19, 39, 60, 76, 96]
[29, 58, 86, 116, 143]
[39, 77, 115, 156, 191]
[49, 97, 146, 193, 242]
[62, 116, 174, 232, 290]
[69, 139, 203, 271, 341]
[78, 162, 232, 311, 407]
[87, 174, 261, 372, 455]
[97, 218, 293, 412, 482]
