[33, 57, 86, 115, 145]
[57, 115, 174, 233, 290]
[87, 173, 260, 350, 434]
[116, 233, 350, 462, 583]
[145, 289, 442, 582, 729]
[174, 350, 544, 716, 875]
[204, 407, 617, 814, 1015]
[231, 472, 726, 927, 1159]
[261, 523, 834, 1052, 1334]
[291, 596, 873, 1163, 1455]
