[0, 1, 2, 2, 2, 3, 4, 4, 6]
[2, 3, 6, 7, 9, 11, 15, 17, 21]
[5, 8, 11, 16, 20, 26, 32, 39, 46]
[9, 14, 21, 28, 36, 46, 57, 69, 83]
[14, 22, 32, 43, 57, 71, 89, 107, 128]
[21, 32, 46, 62, 83, 103, 128, 154, 185]
[28, 42, 62, 85, 111, 140, 174, 210, 252]
[36, 56, 83, 110, 147, 183, 228, 274, 329]
[46, 71, 103, 140, 184, 231, 287, 347, 416]
[57, 87, 128, 173, 228, 289, 357, 428, 512]
