[146, 195, 293, 396, 561]
[156, 368, 599, 820, 1005]
[235, 589, 873, 1191, 1510]
[331, 741, 1163, 1747, 2012]
[390, 922, 1454, 1985, 2536]
[468, 1191, 1825, 2459, 3051]
[635, 1351, 2150, 2897, 3593]
[625, 1479, 2330, 3230, 4079]
[703, 1662, 2672, 3656, 4955]
[802, 1978, 3005, 4104, 5260]
