[0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 1, 0, 0, 1, 0, 1, 1, 1]
[1, 0, 1, 0, 1, 1, 1, 2, 3]
[0, 1, 1, 1, 2, 2, 3, 3, 4]
[1, 1, 1, 2, 3, 3, 4, 5, 6]
[1, 2, 2, 3, 4, 4, 5, 8, 8]
[1, 1, 2, 4, 5, 7, 8, 9, 11]
[2, 2, 4, 5, 7, 8, 11, 12, 15]
[2, 3, 5, 6, 8, 10, 13, 16, 19]
[3, 4, 7, 8, 12, 14, 18, 21, 25]
