[2, 4, 6, 8, 13, 12, 15, 18, 21]
[9, 14, 23, 29, 37, 48, 59, 71, 85]
[21, 33, 48, 65, 86, 106, 134, 159, 190]
[39, 59, 85, 115, 152, 193, 238, 287, 344]
[59, 93, 137, 180, 240, 302, 372, 448, 538]
[86, 133, 193, 261, 342, 433, 538, 648, 780]
[116, 181, 265, 353, 467, 590, 731, 880, 1054]
[154, 238, 345, 464, 614, 776, 965, 1151, 1378]
[195, 300, 437, 588, 778, 974, 1223, 1460, 1744]
[241, 369, 542, 726, 959, 1203, 1505, 1805, 2157]
