[1, 1, 2, 2, 5, 3, 5, 6, 7]
[3, 5, 7, 9, 12, 17, 18, 23, 27]
[9, 12, 15, 22, 27, 35, 44, 52, 62]
[12, 20, 28, 37, 49, 62, 77, 92, 111]
[20, 29, 43, 58, 77, 96, 121, 144, 174]
[28, 43, 62, 85, 110, 140, 174, 212, 249]
[38, 57, 87, 113, 151, 190, 234, 282, 344]
[49, 75, 110, 149, 199, 247, 309, 368, 445]
[61, 96, 142, 191, 250, 314, 390, 470, 570]
[77, 119, 174, 235, 310, 387, 485, 584, 699]
