[5, 10, 15, 21, 26]
[10, 21, 31, 41, 52]
[16, 31, 46, 62, 77]
[21, 41, 85, 82, 103]
[26, 52, 79, 103, 129]
[31, 63, 93, 125, 155]
[39, 113, 108, 145, 181]
[42, 123, 125, 165, 207]
[47, 93, 140, 186, 233]
[106, 111, 154, 206, 259]
