[0, 0, 0, 0, 0, 1, 0, 0, 0]
[1, 0, 0, 1, 0, 1, 1, 2, 1]
[0, 1, 1, 1, 1, 2, 2, 2, 3]
[1, 1, 1, 2, 2, 3, 4, 4, 5]
[1, 1, 2, 3, 3, 4, 5, 7, 8]
[1, 2, 3, 4, 5, 8, 7, 9, 11]
[3, 5, 6, 8, 12, 15, 18, 22, 26]
[4, 6, 9, 11, 15, 19, 24, 29, 34]
[5, 7, 11, 15, 19, 24, 30, 35, 44]
[6, 9, 13, 18, 24, 30, 37, 45, 54]
