[3, 5, 7, 10, 12]
[5, 10, 15, 19, 25]
[7, 15, 22, 30, 37]
[9, 20, 29, 39, 48]
[13, 25, 37, 49, 61]
[15, 29, 44, 59, 74]
[17, 34, 52, 68, 86]
[20, 39, 59, 78, 97]
[22, 44, 66, 89, 110]
[26, 51, 74, 100, 123]
