[30, 7, 36, 28, 41]
[4, 9, 29, 54, 80]
[7, 14, 56, 93, 119]
[10, 18, 57, 108, 159]
[13, 26, 75, 140, 204]
[16, 32, 91, 186, 263]
[18, 37, 107, 196, 286]
[21, 42, 121, 224, 345]
[24, 47, 139, 273, 394]
[26, 53, 152, 304, 409]
