[0, 1, 2, 2, 3]
[1, 3, 3, 5, 5]
[2, 3, 6, 7, 20]
[5, 8, 9, 11, 13]
[3, 5, 9, 11, 14]
[3, 7, 10, 13, 16]
[4, 8, 12, 16, 20]
[5, 9, 13, 18, 22]
[6, 11, 16, 22, 27]
[6, 12, 19, 24, 30]
