[11, 19, 27, 37, 49, 61, 77, 93, 112]
[45, 73, 110, 147, 195, 247, 307, 372, 444]
[104, 163, 244, 330, 441, 554, 692, 834, 1000]
[184, 291, 433, 589, 781, 985, 1235, 1484, 1781]
[288, 455, 677, 921, 1224, 1546, 1931, 2328, 2804]
[417, 659, 987, 1332, 1784, 2233, 2796, 3366, 4060]
[568, 900, 1341, 1840, 2486, 3101, 3809, 4600, 5508]
[761, 1174, 1748, 2386, 3165, 3969, 4963, 5974, 7186]
[954, 1486, 2250, 3071, 4042, 5040, 6351, 7624, 9174]
[1206, 1866, 2796, 3836, 5045, 6273, 7855, 9380, 11370]
