[3, 5, 7, 11, 13]
[5, 10, 16, 20, 26]
[7, 16, 23, 31, 38]
[10, 21, 30, 41, 51]
[13, 25, 39, 51, 64]
[16, 30, 45, 61, 77]
[18, 35, 54, 71, 90]
[20, 41, 61, 81, 102]
[23, 47, 69, 92, 115]
[26, 52, 77, 104, 130]
