[9, 17, 27, 35, 44]
[17, 35, 53, 70, 87]
[27, 52, 81, 105, 131]
[35, 70, 105, 140, 174]
[43, 89, 133, 175, 218]
[53, 105, 158, 211, 263]
[62, 123, 184, 245, 308]
[70, 140, 209, 280, 353]
[79, 158, 238, 318, 405]
[89, 181, 270, 371, 439]
