[11, 19, 28, 38, 46]
[18, 38, 57, 75, 95]
[28, 57, 85, 113, 141]
[37, 76, 115, 150, 188]
[47, 94, 143, 190, 242]
[57, 113, 171, 227, 283]
[69, 132, 198, 266, 331]
[77, 151, 227, 303, 380]
[85, 170, 255, 340, 428]
[95, 206, 284, 382, 489]
