[21, 42, 63, 83, 104]
[42, 84, 125, 179, 226]
[62, 126, 187, 250, 317]
[84, 167, 257, 334, 421]
[105, 209, 314, 422, 527]
[128, 253, 378, 517, 629]
[147, 295, 439, 611, 773]
[166, 334, 523, 673, 839]
[189, 380, 565, 756, 940]
[209, 420, 638, 855, 1170]
