[9, 19, 28, 36, 48]
[20, 37, 56, 74, 92]
[28, 55, 83, 110, 139]
[37, 74, 111, 150, 186]
[46, 92, 140, 184, 230]
[56, 113, 165, 222, 277]
[65, 130, 196, 259, 322]
[74, 147, 231, 296, 368]
[83, 168, 249, 333, 418]
[92, 184, 276, 371, 462]
