[13, 26, 38, 52, 63]
[26, 51, 76, 102, 128]
[38, 76, 115, 153, 191]
[51, 102, 153, 206, 254]
[64, 127, 190, 254, 319]
[76, 153, 229, 305, 381]
[88, 177, 266, 356, 443]
[126, 202, 303, 406, 507]
[114, 229, 361, 457, 572]
[128, 254, 382, 526, 645]
