[1, 3, 4, 4, 7, 7, 10, 12, 14]
[6, 10, 14, 19, 25, 31, 39, 47, 55]
[14, 22, 31, 43, 56, 69, 88, 105, 125]
[25, 38, 56, 75, 99, 125, 154, 187, 223]
[39, 59, 88, 117, 155, 194, 243, 290, 348]
[56, 86, 124, 169, 223, 278, 356, 419, 502]
[75, 117, 171, 230, 303, 380, 475, 569, 683]
[98, 153, 223, 301, 401, 498, 620, 745, 894]
[125, 193, 282, 380, 507, 630, 806, 977, 1128]
[156, 238, 349, 483, 622, 782, 982, 1172, 1443]
