[3, 8, 10, 13, 15]
[6, 13, 18, 24, 31]
[11, 18, 30, 40, 44]
[16, 23, 36, 49, 59]
[15, 29, 49, 59, 83]
[18, 35, 65, 71, 89]
[21, 41, 65, 83, 104]
[24, 47, 72, 95, 119]
[28, 53, 81, 108, 134]
[31, 61, 90, 123, 148]
