[0, 0, 1, 0, 0, 1, 1, 1, 1]
[1, 0, 2, 1, 2, 3, 3, 4, 4]
[1, 2, 3, 3, 4, 6, 7, 8, 10]
[2, 3, 5, 6, 7, 10, 12, 15, 17]
[3, 5, 6, 10, 12, 15, 18, 23, 27]
[4, 7, 9, 13, 18, 21, 27, 34, 38]
[6, 9, 13, 18, 23, 29, 36, 44, 53]
[8, 12, 17, 23, 31, 38, 48, 58, 68]
[10, 15, 22, 29, 38, 49, 75, 92, 86]
[13, 18, 26, 36, 47, 60, 75, 89, 108]
