[1, 2, 3, 3, 4, 6, 6, 8, 11]
[4, 6, 10, 13, 12, 16, 19, 25, 28]
[7, 10, 16, 24, 27, 36, 46, 54, 64]
[14, 20, 31, 39, 51, 65, 82, 95, 116]
[20, 30, 45, 60, 79, 100, 123, 149, 178]
[28, 44, 64, 85, 114, 143, 180, 213, 256]
[38, 60, 87, 117, 153, 193, 241, 291, 347]
[49, 79, 113, 158, 203, 254, 315, 377, 452]
[64, 99, 144, 194, 256, 324, 402, 484, 576]
[81, 122, 181, 245, 318, 399, 507, 598, 712]
