[0, 0, 0, 0, 0, 1, 0, 0, 0]
[0, 1, 0, 0, 1, 1, 0, 1, 1]
[0, 0, 1, 1, 1, 1, 1, 2, 3]
[0, 1, 1, 1, 2, 2, 3, 3, 4]
[1, 1, 1, 2, 3, 3, 4, 5, 6]
[1, 2, 2, 3, 4, 4, 5, 8, 8]
[1, 2, 3, 4, 5, 7, 8, 9, 12]
[2, 2, 4, 5, 7, 8, 11, 13, 18]
[2, 3, 5, 6, 9, 11, 13, 15, 19]
[3, 5, 6, 9, 11, 14, 19, 21, 25]
