[0, 0, 0, 0, 0, 0, 1, 0, 1]
[0, 0, 1, 0, 1, 1, 1, 2, 2]
[0, 1, 1, 1, 1, 2, 3, 3, 4]
[1, 1, 1, 2, 3, 4, 4, 6, 6]
[1, 2, 3, 3, 4, 5, 7, 8, 10]
[1, 2, 4, 5, 6, 8, 10, 12, 14]
[3, 4, 6, 8, 11, 13, 17, 21, 24]
[3, 6, 8, 11, 14, 18, 23, 27, 31]
[4, 7, 10, 14, 18, 23, 28, 34, 41]
[6, 8, 12, 17, 23, 28, 35, 42, 50]
