[0, 1, 1, 1, 3]
[1, 2, 3, 4, 5]
[1, 3, 4, 6, 7]
[2, 4, 6, 8, 9]
[3, 5, 7, 9, 12]
[3, 6, 9, 11, 15]
[3, 7, 10, 14, 16]
[4, 8, 12, 15, 19]
[4, 8, 13, 17, 22]
[5, 9, 14, 19, 24]
