[2, 5, 14, 26, 39]
[5, 9, 27, 73, 81]
[6, 14, 40, 99, 117]
[8, 17, 55, 104, 155]
[12, 24, 71, 133, 223]
[14, 29, 85, 160, 236]
[17, 34, 99, 187, 275]
[19, 38, 113, 216, 314]
[22, 43, 127, 240, 353]
[24, 47, 142, 284, 411]
