[5, 10, 16, 21, 25]
[11, 20, 48, 45, 52]
[15, 31, 73, 68, 78]
[20, 42, 62, 84, 103]
[26, 52, 78, 126, 146]
[31, 62, 93, 124, 155]
[37, 72, 109, 145, 182]
[41, 82, 125, 165, 207]
[47, 93, 139, 186, 232]
[52, 105, 155, 207, 259]
