[8, 17, 25, 33, 43]
[16, 34, 49, 68, 84]
[24, 50, 76, 100, 126]
[34, 67, 116, 161, 167]
[42, 84, 134, 215, 212]
[51, 100, 174, 202, 252]
[58, 117, 176, 235, 294]
[66, 134, 203, 268, 335]
[75, 152, 229, 301, 377]
[84, 168, 253, 335, 422]
