[37, 76, 110, 147, 183]
[73, 149, 221, 297, 406]
[111, 225, 342, 549, 563]
[157, 334, 458, 606, 763]
[186, 379, 590, 764, 948]
[224, 474, 695, 916, 1124]
[265, 528, 785, 1106, 1326]
[298, 612, 915, 1208, 1496]
[341, 675, 1044, 1383, 1752]
[374, 747, 1144, 1493, 1909]
