[71, 172, 272, 373, 473]
[144, 360, 545, 746, 962]
[216, 515, 817, 1118, 1422]
[288, 689, 1093, 1512, 1897]
[358, 875, 1411, 1867, 2371]
[433, 1038, 1643, 2264, 2872]
[532, 1243, 1919, 2618, 3360]
[577, 1411, 2255, 2996, 3845]
[652, 1554, 2489, 3492, 4391]
[729, 1746, 2735, 3902, 4846]
