[5, 8, 12, 16, 23]
[9, 17, 24, 32, 41]
[12, 24, 37, 49, 61]
[16, 38, 50, 65, 79]
[20, 45, 61, 82, 99]
[25, 116, 120, 184, 119]
[29, 60, 90, 117, 144]
[33, 67, 105, 130, 163]
[37, 77, 114, 149, 193]
[42, 87, 124, 163, 236]
